title	plot	Action	Adult	Adventure	Animation	Biography	Comedy	Crime	Documentary	Drama	Family	Fantasy	Game-Show	History	Horror	Music	Musical	Mystery	News	Reality-TV	Romance	Sci-Fi	Short	Sport	Talk-Show	Thriller	War	Western
"""1001 Nights"" (2010) {Abu Kassim's Smelly Shoes/The Bandits of Basra (#2.2)}"	 A grouchy old man inherits a pair of smelly shoes. No matter how hard he tries, he is unable to get rid of them./Mujab and Sameer pretend to be lawmen in order to land jobs as sheriffs in a small town. What they don't realize is that they have to arrest the most vicious bandit in the territory.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""1001 Nights"" (2010) {The Genie, the Fish, the Wolf and the Witch/The Forbidden City of Shenzhen (#2.3)}"	 When Shahryar can't sleep, Shahrzad tells a series of stories within stories that become fascinatingly intertwined. / Ahn-Ming climbs to the other side of the forbidden wall to learn that everything he's been taught about his evil neighbors is wrong.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""1001 Nights"" (2010) {The King Who Outlawed Laughter/Sinbad and the Black Diamond (#2.9)}"	 A king tries to execute his prisoners but no matter what he does, he is unable to kill them./Sinbad is off once more on a hilarious adventure. This time he battles the dread pirate Santiago for a mysterious black diamond that possesses strange powers.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""1001 Nights"" (2010) {The Tale of Taymour and Tiny/The Boy and the Panther (#2.1)}"	 Taymour accidentally knocks an egg out of a bird's nest and decides to care for it. When he does, he gets a big surprise./Nadeem witnesses a crime at the fair and sees that the wrong person gets blamed. Since he wasn't supposed to be there, he can't tell anyone or he'll get in trouble.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""1001 Nights"" (2010) {The Tale of the Mountain and the Valley/Three Tales of a Daydreaming Boy}"	 A silly rumor spreads like wildfire through two communities, causing them to go to war with each other./A set of three shorts about two artists who compete for the same customers, a thirsty bird who struggles to drink the water at the bottom of a bottle, and two kids who accidentally release a mischievous genie.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""101 East"" (2006) {Anwar Ibrahim - After the Trial (#7.2)}"	 Malaysian opposition leader Anwar Ibrahim has been cleared of sodomy charges, which he says were meant to kill off his political career. Will his coalition be able to mount its strongest political challenge in this year's general elections?	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""101 East"" (2006) {The Orangutan Whisperer}"	" They call him the ""orangutan whisperer"". Leif Cocks is a former zookeeper from Australia who has dedicated his life to reintroducing endangered orangutans into the wild, something previously thought impossible. At a jungle school in Sumatra, Indonesia, rescued orangutans practice climbing, foraging and fending for themselves in the forests. Cocks has successfully reintroduced 180 of these animals and plans to save 8,000 more over the next decade. ""My goal is to save enough habitat that we can have 8,000 orangutans protected in reserves that we are looking after. And that will secure the species. That's my goal. That's at least a decent way of spending one's life."" So can Leif Cocks and his jungle schools help to save the endangered species from extinction?"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"""101 Sand n' Surf Hotspots"" (2015) {101 Sand n' Surf Hotspots: 20 to 1 (#1.10)}"	 We've reached the final hour of the best 101 Sand n' Surf Hotspots across the globe, and the top 20 are out of this world. Swim with hungry sharks in South Africa, island-hop through the Palm Islands in Dubai, and feast your eyes on our No. 1 spot.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"""101 Ways to Get Rejected"" (2013)"	 101 Ways follows the lives of Sam (Susie Yankou), McKenzie (Taylor Dearden) and Smith (David Mandell) as they navigate through the not-so-glamorous teenage years. Between prom dates, jobs, football games and parties, the gang learns that there are many ways to get rejected.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""101 Ways to Leave a Game Show"" (2011) {You Fuse, You Lose (#1.1)}"	 The stakes are high as players match wits in a series of multiple choice questions, with one person being eliminated every round. The eight contestants must avoid giving a wrong answer that could get them eliminated from the show by either being strapped down to the wing of a soaring bi-plane, dropped off the side of a speeding 18-wheeler, flipped upside down in an exploding car, or launched sky-high by a crate of dynamite. Only the final four contestants who survive will have a showdown -- atop a ten-story drop from The Tower -- for a chance at taking home the $50,000 prize.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""106 & Park: Prime"" (2003)"	 Celebrities at the prime of their lives and caareers host the spin-off series of 106 & Park: Top 10 Live. Ongoing projects by the artists are discussed as their music, acting, athletic, comic and intellectual talents are shown to a live audience through music videos and interviews with guests.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"""109"" (2005)"	 109 is a documentary series that examines significant social and cultural trends transforming Canadian society. We live in a world where national borders crumble in the face of sweeping social and cultural trends. Instant communications. Internet and easy travel have created a world where people and ideas move freely. Cultures and trends spread around the globe at the speed of light. And Perhaps because of its cultural diversity. Canada finds itself at the crossroad of these vast and influential trends. 109 examines how Canadian find themselves swept up by trends. A road map to the social and cultural trends that affect your lives today.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""10th Ave."" (2017) {Old School (#1.3)}"	 Dunn's Crew gets the go ahead from the neighborhood leaders, John Boyd's operation is proving profitable. Frankie D. and Paulie have a sit down with Dunn's crew to plot O'Boyle's demise. Joe O'Boyle getting worried, trying to gather outstanding debts in case he needs to make a quick get away.	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""10th Muse"" (2012)"	 Emma Sonnet was mysteriously abducted two years ago during a summer trip to Greece while celebrating her graduation from law school. Today she resurfaces just as mysteriously with a unique take on the law. Upon discovering her strange and remarkable abilities, she becomes torn between battling in the courtroom and dealing justice in the streets her own way as the 10th Muse.	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
"""11 Cameras"" (2006)"	 Postal mailboxes are mostly empty these days. Long-distance friends and lovers have traded in their pen and ink for the ones and zeros of e-mail and the electronic hum of ten thousand web cams. Computers are the new breeding ground for today's relationships. Love, sex, loneliness, fear, money woes, longing, adultery and jealousy -- 11 CAMERAS is a voyeuristic look at human relationships and the new ways we connect to one another in the digital age.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""11.22.63"" (2016) {Happy Birthday, Lee Harvey Oswald (#1.6)}"	 It's October 1963, and the gathering storm of threats in Dallas continues to build. Jake must take drastic action to establish the full dimensions of the threat to Kennedy. And amidst it all, he's hit with an unexpected death and a bitter betrayal from one of those closest to him.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""11.22.63"" (2016) {Soldier Boy (#1.7)}"	 The end is near, and Jake is not up to the task. Sadie scrambles to pick up the pieces, but no one knows the mission as well as Jake. Kennedy and the assassin are on a collision path - but has Jake changed things enough in the past to alter the course of events? The days are counting down as 11.22.63 draws near.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""11.22.63"" (2016) {The Eyes of Texas (#1.4)}"	 Jake and Bill's partnership starts to struggle as they discover more secrets surrounding the unpredictable Lee Harvey Oswald. The conspiracy involving Oswald deepens, while romance blooms for Jake and Sadie. But by becoming involved with an innocent bystander, has Jake placed his new love in danger?	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""11.22.63"" (2016) {The Rabbit Hole (#1.1)}"	 Jake Epping is burned out and lost. His ex-wife has moved on, his students are always distracted, and his novel went nowhere. Then one of his dearest friends, Al Templeton, shows him the rabbit hole, a secret time portal that leads back to 1960. Al asks Jake to head back to the past and create a better world by stopping the Kennedy assassination. Jake heads down the rabbit hole to begin his mission but finds that changing the past is far more dangerous than he ever would have dreamed.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Masks"" (2015)"	 12 random people receive a box containing a mask and a note inviting them to a mysterious mansion. The note contains only two instructions. Come alone and bring the mask. They may be unsure why they have been chosen to be part of this event, but one thing is for sure. They will never be the same.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"""12 Monkeys"" (2015) {Blood Washed Away (#2.12)}"	" With time running out, Cole and Railly splinter back to 1957 in an attempt to find the last paradox Primary. With the machine destroyed, Ramsey, Deacon, Whitley, Jennifer AKA ""Mother"" and Hannah go across country in a last-ditch attempt to find ""Titan"" and kill The Witness."	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Divine Move (#1.10)}"	 With the replacement core now functioning, Cole returns to 2015 and Cassie and Aaron who thought he had died in the Chechnya blast. He tells them the virus is still out there and Cassie believes Oliver Peters, the man who made the virus, may have kept a sample. Cole finds a connection to 1987 Tokyo and a the White Dragon nightclub. His body is deteriorating however. Prior to Cole's return to 2043, Ramse does what he believes is necessary for him and his family to survive. He and other are now living in a old animal park where he sees something from the past. After an incident, Ramse returns to Jones' lab but finds himself traveling to the past.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Hyena (#2.9)}"	 In 2016 Jennifer is taking matters into her own hands, going after the tall man when Cole splinters back to help her. Cassie and Ramses are both looking for revenge, looking for a place called Titan and Katarina is trying to make sense of a newfound relationship. In 2016, Jennifer Goines has taken her power into her own hands and forms The Hyenas, a band of crazy compatriots, to take on the 12 Monkeys' organization. With the help of Cole, they discover an elaborate 12 Monkeys plan to re-acquire the virus.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Meltdown (#2.7)}"	 Cole comes face to face with the Witness, the phantom behind the Army of the 12 Monkeys as Cassie's (Amanda Schull) hallucinations undergo a chilling evolution. Making matters worse, the Temporal Facility becomes increasingly dangerous after the malfunctioning time machine begins to tear apart time and space, bringing back deadly visitors from the past.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Paradox (#1.12)}"	 As Cole is slowly slipping away in 2015, Cassie rushes to find a way to help him combat the ill effects of his splintering before the army of the 12 monkeys finds him. As a result, Cole meets Jones for the first time and has a reunion with his father. With their readouts indicating that Cole is dying in 1987 Tokyo, Dr, Jones splinters him directly to 2015. He arrives but has lost a great deal of blood from the stab wound Ramse inflicted on him. Aaron is now convinced the plague is inevitable and wants Cassie to leave with him. She refuses to go and instead turns to someone who should be able to help them. To keep Cole alive they will have to turn to someone from his past. Aaron meanwhile decides to do what he thinks is best for himself and Cassie.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Shonin (#1.11)}"	 Cole follows Ramse to 1987 Tokyo and goes directly to the White Dragon nightclub where he sees Leland Goines negotiating the purchase of the 1000 year-old remains that is the source of the virus. Cole can do little to stop the sale however but after a fight where he stabs Cole, Ramse finds himself facing a long prison sentence. In 1988, he begins receiving letters from someone named Olivia telling him he is not alone. Released in 1995, he travels to Virginia where Olivia's identity is revealed. By the year 2011, Ramse has a new role.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {The Night Room (#1.5)}"	 In 2011 Jennifer Goines is introduced to the dark room where her father's most secret experiments are taking place. In 2015, she is again in the hands of her kidnappers. Cole and Cassie manage to get into the Night Room facility only to find that that the pallid man has beaten him to it. Cassie learns that Cole killed Henri while in Haiti. In 2048, Ramse learns the lengths to which Dr. Jones went to so as to get the time transporter working properly	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 Monkeys"" (2015) {Tomorrow (#1.9)}"	 In 2043, Dr. Jones is in desperate need of a new Core if she is ever to find Cole. The only Core available is at Spearhead but Col. Foster has refused to give her theirs. Faced with few options, she tries one last time convince him to give it to her before she takes it by force. Ramse meanwhile tries to convince his girlfriend Elena to leave Spearhead with their young son. Cole is still in Chechnya but finds himself in 2017 with the virus in the process of destroying most of humankind. He sees Cassie in a TV broadcast and is soon reunited with her in Baltimore. In a scene in 2041, Ramse and Cole come across a group of men and are taken to Dr. Jones.	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
"""12 O'Clock High"" (1964)"	" This series chronicles the adventures--in the air and on the ground--of the men of the 918th Bombardment Group of the U.S. Eighth Air Force. First commanded by irascible General Frank Savage--and later by Colonel Joe Gallagher, the son of a Pentagon General--the Group is stationed in England, and flies long-range bombing missions into German-held Europe. This story is based not-to-loosely upon the real experiences of the crew of Frenesi, captained by William ""Pappy"" Cely, flying out of Rougham Field, Bury St Andrews. Though the sketch in general is a composite of any B-17's crew at the time, there are unarguable parallels to the Frenesi story, specifically, the mission to Brunswick on 2/11/44. Cely and his crew flew an inordinate number of missions; more certainly than the required 25. Cely flew Frenesi and her crew on this critical mission to bomb a ball bearing factory in Brunswick this day. The formation received heavier than usual flak and suffered gravely. Upon approaching target, dense, but intermittent low fog made dispatch questionable and the SOP would have been let fly and high tail it, but Pappy opted for a go-round, and re-approach to minimize collaterals. There was a school, see. Well Frenesi took a lot of heat; she was very badly damaged, but she was rewarded with a break in the fog to allow her to precisely dispense her load. She rattled back to Rougham, held together by her skin alone; her structure being later deemed ""the most heavily damaged bird to safely land"". She was a miracle, and Cely a saint."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {A Long Time Dead (#3.16)}"	" Captain Dula is assigned as a pilot to the 918th, and in only his second mission, his plane is shot down with the loss of his entire crew. This earns him a reputation as a jinx, and Gallagher restricts him to non-pilot duties. On a subsequent mission, Dula takes umbrage at critical remarks from Komansky. When Gallagher and Stovall are wounded, Dula takes over the piloting and gives Komansky an order which he ignores while trying to save Stovall. Dula demands that an entry be made to the log noting Komansky's ""mutiny"". Later, Komansky comes into possession of a letter from another survivor of Dula's previous mission who is in a POW camp in Germany that implies that the captain abandoned his crew and plane without warning. He shows Dula the letter, after which he tries to play down his log entry. On their next mission, however, Komansky is seriously hurt, and his very survival may be in Dula's hands."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Angel Babe (#2.24)}"	 After 49 successful missions, Angel Babe is the Grande Damme of the 918th bomber fleet, and to some like her flight engineer, Sgt. Willets, she even seems to have a soul (and mind) of her own. Her endurance has earned her the label of good-luck charm to the men of the Group. Upon completion of her 50th mission, the Army has decided to retire her from active service and return her to the States for a life of leisure as a recruiting icon. But Angel Babe seems to have other ideas, as she suddenly develops a multitude of mechanical ailments that thwart that final-mission goal. Not only does this strange turn of events recast her as an albatross, it also casts a shadow of suspicion over Willets due to his insistence that she's not ready to withdraw from combat.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Back to the Drawing Board (#2.21)}"	" Frustrated by heavily overcast skies that make precision bombing impossible, the Allies are at wit's end, until Dr. Rink arrives with a new, top secret technology enabling them to ""see"" through the clouds: airborne radar. The first missions employing the device are wildly successful, especially since the Germans cannot effectively intercept the bombers with fighters or anti-aircraft because of the cloud cover. Unfortunately, the Germans quickly devise a counter-measure that actually uses the signals from the device to trace the bombers, allowing them to pinpoint the Americans with deadly accuracy. Only Dr. Rink has the knowledge to turn the tables once again, but he is virtually catatonic at the apparent failure of his technology."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Big Brother (#2.5)}"	" As part of a brand new strategy called ""shuttle bombing"", the 918th lands in North Africa at the end of the first leg of the flight seriously short on fuel. Unfortunately, they are forced to use an airfield that has only just been liberated from the Germans by a motley group of Allied units commanded, by chance, by Col. Gallagher's older brother, Preston. Now the Nazis are determined to take the field back in a massive counterattack. Not only are Preston's forces badly outnumbered and out-gunned, but he is suffering from battle fatigue and on the verge of a breakdown. To make matters worse, he has commandeered his brother's fuel for his own plan to retreat, leaving Joe's planes and his mission in grave danger. Nearing the end of the first leg of the Shuttle Raid, Col. Joe Gallagher's aircraft runs low on fuel. As the nearest runway at Nenwadi is rained out and in deep mud, and the balance of Gallagher's group has moved on to Magadar, he decides to push his plane 100 miles further and join the rest of his group. On the ground at Magadar, Gallagher finds his brother, Preston, in command. Gallagher is puzzled by the strange behavior of his brother and learns from Lt. Col. Frank Bailey that Preston blames the obvious landing of Col. Gallagher's planes for the subsequent German attacks and loss of his men. Consequently, Preston wants to take the gasoline from the planes and use it to move his trucks, tanks and jeeps. Preston also plans to blow up Col. Gallagher's planes since they are useless without fuel."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Cross-Hairs on Death (#2.27)}"	 Thomas Carpenter, a pilot who washed out of flight training and was subsequently dishonorably discharged from the service for insubordination, finds his way to England as a civilian and proceeds to infiltrate the 918th and masquerade as a captain. Desperate for replacements, Gallagher puts him to work as co-pilot on several missions to test his mettle while waiting for confirmation of Carpenter's status that will never come. Carpenter is eager to command his own bomber before his ruse is discovered, but his impatience keeps his evaluator, Captain Enright, from recommending him. As his veil of lies begins to tear apart, he becomes ever more desperate and willing to do whatever it takes to accomplish his mysterious goal.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Decision (#1.7)}"	 On his final scheduled mission, Major Temple, a good friend of General Savage, is shot down and captured by the Germans along with four of his crew. The commander of the rocket factory that was the target of the raid decides to keep Temple and his cohorts at the facility to dissuade further attacks until he can relocate to a safer site. Because of the importance of the factory, Savage is forced to continue his plan to bomb on schedule, despite the risk to Temple. But thanks to some quick thinking by Temple, Savage is able to devise a risky tactic relying on pinpoint bombing that might spare the captives and still take out the target. General Crowe's order is that the factory at Laon be flattened if it takes every bomber on the base. All his information suggests the Germans may be making guidance systems for unmanned missiles there and they must be stopped. Savage resents the order because Laon has already cost him many men and planes, and it is with great reluctance that he puts his good friend, Major John Temple, on the next mission. Temple, flying his 25th and final mission, is shot down and he and four of his crew are captured and held at the factory as Nazi propaganda broadcaster Lord Haw Haw is given a message for Savage advising him not to bomb the factory lest he kill his own men. But to General Crowe the target is still critical and must be put out of business. Savage pleads for one chance to save his men: he thinks he can read on recon photos an effort by the American prisoners to point out which part of the vast factory complex houses the really critical operation. However, the German Commander at the factory saw the recon plane, knows the prisoners indicated the vital part of the factory and has moved all the equipment to another building.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {End of the Line (#1.24)}"	 Joe Gallagher returns to the storyline of the 918th with a promotion to Major. Wracked by guilt for the death of a friend who took his place on a mission, Gallagher volunteers for a dangerous assignment to support commandos deep behind enemy lines. He also accepts responsibility to notify the intended wife of the dead man, an assignment that may prove even more dangerous as she turns out to be a manipulative schemer bent on snaring him in her web of deceit.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Faith, Hope and Sergeant Aronson (#1.19)}"	 Gen. Savage returns from a mission gravely wounded, requiring a delicate operation to remove shrapnel endangering his heart; an operation Dr. Kaiser doesn't feel confident to perform. While waiting for a specialist, Savage is placed in a ward next to Sgt. Aaronson who has just lost his lifetime friend to battle wounds and is also quickly losing his faith in God. Savage tries to talk him out of his closing shell, but the Sergeant slips deeper into melancholy, that is until he meets someone who could use a little of his disappearing faith.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Follow the Leader (#1.2)}"	" After another failed air strike, Gen. Savage devises a new tactic: ""bombing the leader,"" i.e. having all his bombardiers drop their explosives where his keenest eyed airman, Lt. Mellon, does. When the tactic wipes out a Dutch school instead of the target, Savage's superior Wiley Crowe balks at letting him try again. Young Mellon admits he was torn up from his best friend's dying on the prior mission, but Savage points to evidence that Luftwaffe flak wiped out Mellon's sight on the second attack. Is Savage just covering his mistake, or giving Mellon and the tactic a deserved second chance ?"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Gauntlet of Fire (#3.1)}"	 After a grueling series of 21 missions in 30 days, the 918th is finally ordered to stand down for a badly needed 10-day rest. Unfortunately, the order is rescinded almost immediately as the Group is to be included in a force-wide campaign in preparation for a highly classified mission. Hamstrung by the secrecy, Gallagher is forced to order his men back into the skies without explanation or promise of respite. To make matters worse, the 918th is given the ungratifying task of dropping leaflets instead of bombs four times a day for three straight days. As the losses and casualties mount, the morale of the Group collapses into near anarchy, and the men start to take their frustration out on each other, as well as the apparent source of the senselessness - Col. Gallagher.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Grant Me No Favor (#2.10)}"	 The 918th is being chewed to pieces while attempting to bomb a target in Norway so secret, even Joe Gallagher doesn't know what it is or why it's so important. In fact, in it's latest try, the mission commander, Col. Christie, decides to abort and turn back only 4 minutes from the target after losing 8 out of 21 bombers, with 4 more heavily damaged including his own. Infuriated by the excessive losses and secrecy surrounding the missions, Joe alienates his superiors when he aggressively defends Christie against a looming court martial. To the rescue, possibly, rides his father, Lt. General Gallagher, who is hellbent on getting his son his first general's star. But Joe is in no mood to discuss promotion with his friend and the reputation of the 918th teetering on the edge of oblivion.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Here's to Courageous Cowards (#1.11)}"	 Corporal Lawrence, a mild-mannered desk clerk, stows away aboard a B-17 to try his hand as a gunner and actually turns out to have a good eye. Major Morse, the pilot and group commander when Savage isn't flying, is so impressed, he urges Lawrence to get accelerated training and become a full time crew member. To his dismay, Lawrence balks at the offer, and Morse subsequently learns that he was a conscientious objector before he enlisted. With a distinguished service record and a penchant for driving himself and his crews hard in battle, Morse is infuriated with Lawrence and pressures him to become a combatant. But Morse must also deal with the enormous pressure he has placed on himself as it starts to erode his judgment and cost the lives of more and more men.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {In Search of My Enemy (#1.16)}"	 Due to illness and injury, including his own bum knee, General Savage finds himself short of qualified pilots to lead bombing missions. Help arrives in the person of Major Peter Gray, a highly experienced man with just the right credentials, but also some lingering pains from his own earlier mishap. Complications arise when Savage discovers that Gray's wife, Ann, is his former fiancee and that he still has strong feelings for her. Stressed by the awkward situation, he assigns Gray to command a mission that is supposed to be a milk run, only to discover too late that the Luftwaffe is laying in wait. The mission turns into a slaughter, and though he survives to return, Gray is convinced Savage is trying to get him killed so he can have another chance with Ann.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Massacre (#3.2)}"	" The Americans resurrect the ""shuttle"" tactic of bombing a target, flying on to a base on the other side to refuel and re-arm, and then bomb another target on the return flight. This time, however, the turn-around base is in Russia, a determined but wary ally in the war against the Nazis. The situation becomes dangerously complicated when a Russian observer plane, piloted by a highly decorated Soviet hero, is accidentally shot down by one of the American bombers on the first leg of the mission. The suspicious commander of the Russian base refuses to release the supplies Gallagher needs to make the return flight until the man responsible for the act is identified. In the meantime, the Germans have pinpointed the location of the base, and are slaughtering the 918th with waves of air attacks as it sits helplessly on the ground. The situation only becomes more muddled as Gallagher discovers the overzealous shooter was the Soviet liaison who hitched a ride with the Group."	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {P.O.W.: Part One (#1.30)}"	 Gen. Savage's luck has finally run out. His bomber is shot down over enemy territory and he and three crewmen are captured. They are shipped to a POW camp run by a crack Luftwaffe officer, Col. Max Richter, who has never had a successful escape against his record, as the crowded prisoner cemetery attests. Richter is delighted to see Savage arrive as he looks forward to a lively battle of wits with the renowned American. But this will be a fight to the death, as Richter is quick to use deadly force to protect his unblemished record, and Savage thinks he has the perfect plan to outsmart the cunning German.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Practice to Deceive (#3.6)}"	 Col. Gallagher is shot down over Germany, and is captured and severely interrogated by the Nazis. Quite unexpectedly, he is rescued by a group of Germans who have devised an elaborate plan to kill Hitler and seize control of the government for the purpose of negotiating a surrender to the Allies. In order to carry out their plot, however, they will need to convince the Allied leaders of their sincerity and garner support. The leader of the conspirators, Admiral von Kreuter, believes that if Gallagher flies him to England, it will bolster his chances of winning the cooperation he needs. Unfortunately, the Nazis are aware of something afoot, and are rapidly closing in on the scheme.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {R/X for a Sick Bird (#2.2)}"	 Something nefarious is afoot in the 918th. Stricken by a series of mechanical mishaps that have already cost several planes, Col. Gallagher's group is tasked with ferrying a beautiful spy to a parachute drop over Nazi-occupied Poland. Once again, the bomber assigned the mission is struck by gremlins that bring her down with the loss of a popular pilot and co-pilot, but the spy survives for another try. With this latest disaster, tensions between the air crews and ground crews explode into mayhem. But evidence starts to appear that indicates the miscues may not be accidental, and suspicion runs rampant through the base, endangering the spy's mission and the confidence of the troops.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"""12 O'Clock High"" (1964) {Show Me a Hero, I'll Show You a Bum (#2.7)}"	 Sgt. Komansky lands Col. Gallagher's plane full of wounded crew members after Gallagher is incapacitated with a concussion. Komansky is now up for a Silver Star and a possible promotion. The ambitious Susan Nesbit wants to turn Komansky into a hero to boost her journalistic career. Komansky, an orphan, is having trouble coping with the sudden attention. Things don't get any easier as Komansky and Nesbit began to fall for each other. As the 918th returns from a mission, Gallagher's plane is hit and both Gallagher and his co-pilot are badly wounded. T/Sgt. Komansky saves the plane and it's crew by flying it back to Archbury. A Home Office information officer, Kirby Wyatt, has tipped off BBC correspondent Susan Nesbitt, and she has rushed to Archbury to scoop the story of the heroic sergeant who never flew a plane before thus saving the life of General Gallagher's son and his crew members. Komansky, confused by his hero's welcome, feels he was only saving his own neck. Complicating matters further is Miss Nesbitt, who feigns love for Komansky in order to be the first with the story and herself, along with Mr. Wyatt, push Gallagher to recommend Komansky for a Silver Star and a Field Commission promotion to 2nd Lieutenant.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
